id;IQR;minfun;class
i1813;0.040952;0.075472;female
i1814;0.034262;0.153846;female
i1815;0.017567;0.024169;female
i1816;0.035464;0.024169;female
i1817;0.024381;0.08;female
i1818;0.036277;0.043597;female
i1819;0.027786;0.018161;female
i1820;0.021175;0.043478;female
i1821;0.043077;0.04611;female
i1822;0.039206;0.018757;female
i1823;0.022355;0.061776;female
i1824;0.034529;0.029304;female
i1825;0.023364;0.020699;female
i1826;0.031346;0.016684;female
i1827;0.034693;0.047337;female
i1828;0.020225;0.025;female
i1829;0.025215;0.064777;female
i1830;0.034045;0.01564;female
i1831;0.041921;0.043956;female
i1832;0.024912;0.025078;female
i1833;0.030233;0.072727;female
i1834;0.024915;0.079602;female
i1835;0.031518;0.026316;female
i1836;0.033093;0.065306;female
i1837;0.032153;0.069565;female
i1838;0.039872;0.063241;female
i1839;0.033785;0.044944;female
i1840;0.027248;0.031434;female
i1841;0.040247;0.037037;female
i1842;0.019226;0.015702;female
i1843;0.035799;0.017877;female
i1844;0.0544;0.017094;female
i1845;0.055808;0.017372;female
i1846;0.062588;0.016649;female
i1847;0.037685;0.015733;female
i1848;0.0696;0.016913;female
i1849;0.069045;0.01741;female
i1850;0.085512;0.018265;female
i1851;0.06212;0.016667;female
i1852;0.052356;0.016684;female
i1853;0.061067;0.016444;female
i1854;0.044458;0.017857;female
i1855;0.04183;0.024427;female
i1856;0.051046;0.016913;female
i1857;0.050736;0.016967;female
i1858;0.045904;0.016512;female
i1859;0.048668;0.01564;female
i1860;0.036146;0.017039;female
i1861;0.063112;0.015748;female
i1862;0.042828;0.01867;female
i1863;0.067065;0.047478;female
i1864;0.170738;0.017544;female
i1865;0.128467;0.06867;female
i1866;0.166493;0.054054;female
i1867;0.174542;0.016824;female
i1868;0.164235;0.032064;female
i1869;0.133358;0.020382;female
i1870;0.149608;0.018454;female
i1871;0.175129;0.021053;female
i1872;0.11097;0.020151;female
i1873;0.167149;0.081633;female
i1874;0.04977;0.01564;female
i1875;0.058388;0.022409;female
i1876;0.068716;0.032787;female
i1877;0.05622;0.016244;female
i1878;0.061677;0.01631;female
i1879;0.061869;0.022535;female
i1880;0.051312;0.018433;female
i1881;0.061931;0.040609;female
i1882;0.048986;0.016393;female
i1883;0.043473;0.024883;female
i1884;0.070572;0.016162;female
i1885;0.072775;0.015686;female
i1886;0.074453;0.016048;female
i1887;0.102782;0.016194;female
i1888;0.047838;0.015889;female
i1889;0.056968;0.015936;female
i1890;0.106108;0.017279;female
i1891;0.051721;0.023358;female
i1892;0.044356;0.016097;female
i1893;0.140881;0.016598;female
i1894;0.053132;0.01686;female
i1895;0.069725;0.016632;female
i1896;0.073291;0.019488;female
i1897;0.063181;0.016754;female
i1898;0.058693;0.016667;female
i1899;0.065482;0.016529;female
i1900;0.06184;0.01658;female
i1901;0.066818;0.018307;female
i1902;0.044665;0.021277;female
i1903;0.058583;0.01564;female
i1904;0.058702;0.056338;female
i1905;0.039383;0.016427;female
i1906;0.082588;0.015952;female
i1907;0.056185;0.021136;female
i1908;0.092552;0.016113;female
i1909;0.093879;0.032454;female
i1910;0.076403;0.015842;female
i1911;0.042637;0.01564;female
i1912;0.113724;0.016129;female
i1913;0.109344;0.016;female
i1914;0.104794;0.016293;female
i1915;0.161824;0.016211;female
i1916;0.124902;0.023881;female
i1917;0.136088;0.015748;female
i1918;0.128656;0.020151;female
i1919;0.141437;0.016244;female
i1920;0.119458;0.019851;female
i1921;0.115922;0.017186;female
i1922;0.239746;0.016;female
i1923;0.231953;0.016913;female
i1924;0.240995;0.016;female
i1925;0.245965;0.015968;female
i1926;0.2453;0.015984;female
i1927;0.240673;0.016048;female
i1928;0.236307;0.017094;female
i1929;0.248192;0.016113;female
i1930;0.252225;0.016632;female
i1931;0.24877;0.016771;female
i1932;0.073709;0.027257;female
i1933;0.10475;0.016162;female
i1934;0.059603;0.026936;female
i1935;0.078412;0.030075;female
i1936;0.094761;0.016913;female
i1937;0.098519;0.033543;female
i1938;0.092088;0.023222;female
i1939;0.162637;0.027634;female
i1940;0.040547;0.017505;female
i1941;0.091659;0.015764;female
i1942;0.036618;0.021622;female
i1943;0.044678;0.023121;female
i1944;0.045752;0.027119;female
i1945;0.029874;0.017778;female
i1946;0.031022;0.029685;female
i1947;0.043483;0.037915;female
i1948;0.070851;0.017837;female
i1949;0.02951;0.025932;female
i1950;0.045858;0.020725;female
i1951;0.036238;0.07619;female
i1952;0.03937;0.021769;female
i1953;0.038662;0.017335;female
i1954;0.04044;0.028269;female
i1955;0.031437;0.020253;female
i1956;0.038687;0.062016;female
i1957;0.033969;0.01766;female
i1958;0.047319;0.018519;female
i1959;0.042859;0.06015;female
i1960;0.036513;0.016842;female
i1961;0.172462;0.084211;female
i1962;0.154729;0.021164;female
i1963;0.139448;0.044321;female
i1964;0.16927;0.019632;female
i1965;0.065129;0.016512;female
i1966;0.054593;0.016048;female
i1967;0.069307;0.018328;female
i1968;0.059645;0.01658;female
i1969;0.05016;0.016097;female
i1970;0.055563;0.022567;female
i1971;0.05564;0.015733;female
i1972;0.050631;0.019925;female
i1973;0.053514;0.01636;female
i1974;0.033749;0.018692;female
i1975;0.137437;0.040506;female
i1976;0.174029;0.065844;female
i1977;0.178147;0.043716;female
i1978;0.162808;0.133333;female
i1979;0.04629;0.029851;female
i1980;0.038019;0.034043;female
i1981;0.026968;0.01766;female
i1982;0.030998;0.134454;female
i1983;0.045362;0.01995;female
i1984;0.047538;0.053872;female
i1985;0.050736;0.020833;female
i1986;0.04292;0.030651;female
i1987;0.029062;0.085106;female
i1988;0.049074;0.022792;female
i1989;0.051082;0.022504;female
i1990;0.066891;0.017149;female
i1991;0.076376;0.016771;female
i1992;0.066043;0.022504;female
i1993;0.058912;0.017917;female
i1994;0.050864;0.015686;female
i1995;0.059725;0.016563;female
i1996;0.061173;0.01995;female
i1997;0.060921;0.09697;female
i1998;0.138551;0.043716;female
i1999;0.063266;0.027073;female
i2000;0.099325;0.015936;female
i2001;0.08201;0.016649;female
i2002;0.053598;0.019656;female
i2003;0.175044;0.018824;female
i2004;0.189385;0.031434;female
i2005;0.059602;0.0256;female
i2006;0.179684;0.021769;female
i2007;0.122587;0.018824;female
i2008;0.185085;0.021769;female
i2009;0.162649;0.026891;female
i2010;0.16927;0.031746;female
i2011;0.099342;0.02005;female
i2012;0.162227;0.030534;female
i2013;0.167199;0.07767;female
i2014;0.165598;0.032323;female
i2015;0.159194;0.017877;female
i2016;0.178255;0.016277;female
i2017;0.059775;0.01898;female
i2018;0.061731;0.025437;female
i2019;0.036421;0.0193;female
i2020;0.124741;0.018935;female
i2021;0.087232;0.018412;female
i2022;0.03817;0.019231;female
i2023;0.06554;0.017094;female
i2024;0.05608;0.016129;female
i2025;0.047422;0.028571;female
i2026;0.053935;0.02289;female
i2027;0.201725;0.01726;female
i2028;0.19927;0.016227;female
i2029;0.190381;0.018497;female
i2030;0.214391;0.016736;female
i2031;0.188748;0.016211;female
i2032;0.037398;0.02589;female
i2033;0.03352;0.018868;female
i2034;0.033975;0.016754;female
i2035;0.04198;0.04;female
i2036;0.027685;0.018757;female
i2037;0.039173;0.016949;female
i2038;0.049903;0.017448;female
i2039;0.038247;0.023634;female
i2040;0.040691;0.01608;female
i2041;0.041784;0.017641;female
i2042;0.047495;0.026891;female
i2043;0.068954;0.016667;female
i2044;0.063556;0.021053;female
i2045;0.063277;0.017525;female
i2046;0.060104;0.015873;female
i2047;0.051491;0.016842;female
i2048;0.048204;0.017094;female
i2049;0.028739;0.02139;female
i2050;0.038551;0.016824;female
i2051;0.036751;0.02454;female
i2052;0.039002;0.023426;female
i2053;0.026205;0.015905;female
i2054;0.031213;0.017525;female
i2055;0.024696;0.020645;female
i2056;0.029474;0.025;female
i2057;0.028904;0.01686;female
i2058;0.027132;0.03125;female
i2059;0.071851;0.017335;female
i2060;0.048229;0.045326;female
i2061;0.07831;0.016667;female
i2062;0.061255;0.016129;female
i2063;0.047245;0.031558;female
i2064;0.05085;0.019324;female
i2065;0.058052;0.016145;female
i2066;0.097562;0.015984;female
i2067;0.047734;0.01631;female
i2068;0.039247;0.015826;female
i2069;0.160199;0.069264;female
i2070;0.076072;0.018626;female
i2071;0.096544;0.01626;female
i2072;0.116385;0.016771;female
i2073;0.124387;0.015826;female
i2074;0.136636;0.015656;female
i2075;0.117783;0.017297;female
i2076;0.146776;0.016113;female
i2077;0.094572;0.031311;female
i2078;0.157046;0.022567;female
i2079;0.028824;0.01898;female
i2080;0.028582;0.017223;female
i2081;0.035118;0.035714;female
i2082;0.024193;0.023121;female
i2083;0.027532;0.023358;female
i2084;0.028172;0.023774;female
i2085;0.026918;0.016097;female
i2086;0.033763;0.022346;female
i2087;0.033131;0.025723;female
i2088;0.027461;0.131148;female
i2089;0.036493;0.023881;female
i2090;0.025358;0.026059;female
i2091;0.035;0.026936;female
i2092;0.030108;0.016227;female
i2093;0.033118;0.090395;female
i2094;0.040441;0.01631;female
i2095;0.032337;0.019584;female
i2096;0.030758;0.035398;female
i2097;0.039211;0.019488;female
i2098;0.026087;0.0193;female
i2099;0.021377;0.015702;female
i2100;0.023642;0.040609;female
i2101;0.043346;0.015779;female
i2102;0.028326;0.034557;female
i2103;0.021905;0.024279;female
i2104;0.028777;0.01592;female
i2105;0.034483;0.026801;female
i2106;0.020773;0.033755;female
i2107;0.027654;0.020151;female
i2108;0.024551;0.024502;female
i2109;0.031526;0.01631;female
i2110;0.033425;0.017112;female
i2111;0.031323;0.017857;female
i2112;0.038451;0.049231;female
i2113;0.03;0.023495;female
i2114;0.028952;0.01631;female
i2115;0.031246;0.016512;female
i2116;0.028163;0.125;female
i2117;0.033202;0.0181;female
i2118;0.026473;0.015857;female
i2119;0.029187;0.016244;female
i2120;0.044671;0.02952;female
i2121;0.027819;0.016895;female
i2122;0.039473;0.02812;female
i2123;0.02885;0.016478;female
i2124;0.042581;0.019002;female
i2125;0.027368;0.018141;female
i2126;0.026667;0.020305;female
i2127;0.026353;0.017817;female
i2128;0.034369;0.015686;female
i2129;0.030651;0.01608;female
i2130;0.02819;0.029907;female
i2131;0.027518;0.020151;female
i2132;0.033326;0.028269;female
i2133;0.024489;0.065574;female
i2134;0.029927;0.018692;female
i2135;0.026595;0.017279;female
i2136;0.025166;0.017897;female
i2137;0.022958;0.034043;female
i2138;0.028255;0.015936;female
i2139;0.02654;0.079208;female
i2140;0.023789;0.019116;female
i2141;0.034245;0.016;female
i2142;0.035219;0.017563;female
i2143;0.032842;0.018391;female
i2144;0.025455;0.022504;female
i2145;0.040899;0.016967;female
i2146;0.024738;0.01854;female
i2147;0.027193;0.026273;female
i2148;0.03836;0.025641;female
i2149;0.030777;0.023495;female
i2150;0.025719;0.038835;female
i2151;0.03;0.033543;female
i2152;0.025204;0.017167;female
i2153;0.026636;0.015671;female
i2154;0.026545;0.016461;female
i2155;0.022449;0.016244;female
i2156;0.019353;0.016145;female
i2157;0.028565;0.01741;female
i2158;0.018634;0.060377;female
i2159;0.031012;0.016129;female
i2160;0.028333;0.029795;female
i2161;0.028463;0.017316;female
i2162;0.03015;0.034409;female
i2163;0.021994;0.025157;female
i2164;0.024514;0.019876;female
i2165;0.035873;0.111111;female
i2166;0.042527;0.0181;female
i2167;0.03485;0.096386;female
i2168;0.02831;0.0399;female
i2169;0.034511;0.04908;female
i2170;0.028323;0.087432;female
i2171;0.030069;0.031809;female
i2172;0.032711;0.015779;female
i2173;0.023947;0.015984;female
i2174;0.026531;0.025723;female
i2175;0.024889;0.022857;female
i2176;0.032262;0.01898;female
i2177;0.025484;0.016684;female
i2178;0.038914;0.023256;female
i2179;0.050945;0.047384;female
i2180;0.049875;0.047761;female
i2181;0.076719;0.047384;female
i2182;0.085303;0.047244;female
i2183;0.052684;0.047105;female
i2184;0.066041;0.047151;female
i2185;0.115119;0.047059;female
i2186;0.077738;0.046921;female
i2187;0.042038;0.049844;female
i2188;0.061185;0.046967;female
i2189;0.048868;0.046921;female
i2190;0.054027;0.04908;female
i2191;0.057164;0.046967;female
i2192;0.062272;0.048731;female
i2193;0.065045;0.047151;female
i2194;0.132234;0.048485;female
i2195;0.046129;0.047291;female
i2196;0.059239;0.047572;female
i2197;0.052393;0.047809;female
i2198;0.069005;0.047666;female
i2199;0.048901;0.047105;female
i2200;0.080351;0.047105;female
i2201;0.085155;0.047761;female
i2202;0.047684;0.048682;female
i2203;0.036556;0.048048;female
i2204;0.044333;0.047151;female
i2205;0.046369;0.047151;female
i2206;0.05455;0.047291;female
i2207;0.051014;0.047666;female
i2208;0.059187;0.047337;female
i2209;0.038459;0.047666;female
i2210;0.118462;0.055109;female
i2211;0.036289;0.049638;female
i2212;0.087221;0.053097;female
i2213;0.079506;0.050526;female
i2214;0.038247;0.046967;female
i2215;0.059155;0.047151;female
i2216;0.042609;0.047666;female
i2217;0.0555;0.047198;female
i2218;0.043644;0.048;female
i2219;0.049592;0.047384;female
i2220;0.149565;0.047856;female
i2221;0.039443;0.04878;female
i2222;0.029152;0.046921;female
i2223;0.046605;0.047013;female
i2224;0.050561;0.047291;female
i2225;0.083465;0.047013;female
i2226;0.080228;0.047714;female
i2227;0.073794;0.047291;female
i2228;0.069086;0.047384;female
i2229;0.123922;0.047431;female
i2230;0.042241;0.047105;female
i2231;0.043434;0.047761;female
i2232;0.043141;0.047714;female
i2233;0.032523;0.046921;female
i2234;0.042142;0.047525;female
i2235;0.1064;0.04918;female
i2236;0.052724;0.047384;female
i2237;0.062841;0.04883;female
i2238;0.016587;0.047013;female
i2239;0.180258;0.027923;female
i2240;0.157855;0.048485;female
i2241;0.163764;0.020025;female
i2242;0.155057;0.075829;female
i2243;0.135062;0.056537;female
i2244;0.170938;0.036782;female
i2245;0.049487;0.019975;female
i2246;0.056607;0.015733;female
i2247;0.062641;0.015857;female
i2248;0.038054;0.015905;female
i2249;0.049422;0.016393;female
i2250;0.060443;0.015968;female
i2251;0.053846;0.015889;female
i2252;0.05584;0.016032;female
i2253;0.058583;0.01592;female
i2254;0.052157;0.016719;female
i2255;0.135863;0.16;female
i2256;0.151859;0.015857;female
i2257;0.157096;0.029907;female
i2258;0.164635;0.031008;female
i2259;0.175542;0.024096;female
i2260;0.168583;0.021592;female
i2261;0.154498;0.044818;female
i2262;0.155575;0.034483;female
i2263;0.118738;0.035165;female
i2264;0.033807;0.047059;female
i2265;0.034286;0.048144;female
i2266;0.042043;0.049638;female
i2267;0.029927;0.058608;female
i2268;0.031537;0.047619;female
i2269;0.029697;0.047525;female
i2270;0.053462;0.047714;female
i2271;0.044752;0.048338;female
i2272;0.03245;0.047761;female
i2273;0.030518;0.047761;female
i2274;0.030714;0.048387;female
i2275;0.043338;0.048096;female
i2276;0.030427;0.04888;female
i2277;0.050425;0.048632;female
i2278;0.038776;0.047244;female
i2279;0.05494;0.048436;female
i2280;0.040808;0.046967;female
i2281;0.043539;0.047761;female
i2282;0.039375;0.048096;female
i2283;0.058065;0.048387;female
i2284;0.038901;0.047478;female
i2285;0.029431;0.047384;female
i2286;0.047537;0.047856;female
i2287;0.034533;0.049587;female
i2288;0.034715;0.051392;female
i2289;0.050728;0.047384;female
i2290;0.050077;0.048436;female
i2291;0.048739;0.047431;female
i2292;0.033229;0.049536;female
i2293;0.036948;0.049587;female
i2294;0.036627;0.047337;female
i2295;0.038993;0.050473;female
i2296;0.039091;0.047291;female
i2297;0.058318;0.048387;female
i2298;0.052235;0.049844;female
i2299;0.05045;0.048;female
i2300;0.042225;0.047431;female
i2301;0.044333;0.047059;female
i2302;0.050564;0.052288;female
i2303;0.043963;0.048583;female
i2304;0.045417;0.047244;female
i2305;0.029867;0.047809;female
i2306;0.040196;0.049383;female
i2307;0.036193;0.047525;female
i2308;0.039945;0.048048;female
i2309;0.058925;0.050526;female
i2310;0.051825;0.049948;female
i2311;0.059898;0.051118;female
i2312;0.052308;0.047856;female
i2313;0.037512;0.050901;female
i2314;0.051538;0.048096;female
i2315;0.049512;0.047384;female
i2316;0.059091;0.048485;female
i2317;0.06186;0.05178;female
i2318;0.051356;0.048632;female
i2319;0.070119;0.051337;female
i2320;0.052093;0.047619;female
i2321;0.051947;0.047059;female
i2322;0.048862;0.047384;female
i2323;0.055412;0.047198;female
i2324;0.026047;0.04893;female
i2325;0.030632;0.052516;female
i2326;0.035223;0.048682;female
i2327;0.032421;0.047619;female
i2328;0.035408;0.047856;female
i2329;0.043265;0.047013;female
i2330;0.059506;0.048682;female
i2331;0.030318;0.048534;female
i2332;0.030721;0.046921;female
i2333;0.034462;0.047151;female
i2334;0.032079;0.047952;female
i2335;0.030592;0.04883;female
i2336;0.029553;0.05042;female
i2337;0.029589;0.047105;female
i2338;0.036182;0.051502;female
i2339;0.033357;0.051227;female
i2340;0.043077;0.054983;female
i2341;0.043881;0.047572;female
i2342;0.035397;0.047478;female
i2343;0.037084;0.047291;female
i2344;0.035229;0.047666;female
i2345;0.029128;0.047904;female
i2346;0.025621;0.04918;female
i2347;0.036207;0.04829;female
i2348;0.034443;0.047666;female
i2349;0.056487;0.047013;female
i2350;0.046209;0.048241;female
i2351;0.028226;0.051227;female
i2352;0.031201;0.049587;female
i2353;0.026309;0.048048;female
i2354;0.034286;0.047059;female
i2355;0.023403;0.048144;female
i2356;0.034112;0.047809;female
i2357;0.053816;0.047714;female
i2358;0.062056;0.057762;female
i2359;0.023602;0.050794;female
i2360;0.026122;0.047809;female
i2361;0.056458;0.048436;female
i2362;0.038238;0.049434;female
i2363;0.029948;0.049281;female
i2364;0.034269;0.048;female
i2365;0.045732;0.048436;female
i2366;0.041977;0.047384;female
i2367;0.03443;0.047291;female
i2368;0.027084;0.047151;female
i2369;0.028226;0.046921;female
i2370;0.028411;0.048144;female
i2371;0.032053;0.047291;female
i2372;0.033846;0.049231;female
i2373;0.039691;0.049536;female
i2374;0.027549;0.048193;female
i2375;0.036305;0.05101;female
i2376;0.04158;0.047809;female
i2377;0.03618;0.047714;female
i2378;0.038578;0.047198;female
i2379;0.03241;0.049896;female
i2380;0.029984;0.047151;female
i2381;0.038163;0.048534;female
i2382;0.042678;0.050526;female
i2383;0.046044;0.050473;female
i2384;0.040253;0.05042;female
i2385;0.044317;0.050314;female
i2386;0.041119;0.053097;female
i2387;0.033015;0.046921;female
i2388;0.028126;0.048682;female
i2389;0.033472;0.047291;female
i2390;0.049;0.047105;female
i2391;0.03152;0.047291;female
i2392;0.030282;0.047151;female
i2393;0.036007;0.046967;female
i2394;0.056687;0.047198;female
i2395;0.029322;0.048534;female
i2396;0.043448;0.047572;female
i2397;0.025624;0.047013;female
i2398;0.050984;0.047013;female
i2399;0.037472;0.047478;female
i2400;0.030225;0.048534;female
i2401;0.038398;0.048632;female
i2402;0.023333;0.047525;female
i2403;0.047324;0.063576;female
i2404;0.056687;0.047198;female
i2405;0.03211;0.047619;female
i2406;0.035397;0.050526;female
i2407;0.03434;0.047384;female
i2408;0.044725;0.047105;female
i2409;0.040421;0.049844;female
i2410;0.037401;0.047105;female
i2411;0.020429;0.047478;female
i2412;0.033128;0.047809;female
i2413;0.042686;0.04918;female
i2414;0.03089;0.04898;female
i2415;0.06299;0.048193;female
i2416;0.056715;0.04878;female
i2417;0.022759;0.04908;female
i2418;0.036096;0.046921;female
i2419;0.042667;0.047572;female
i2420;0.045466;0.047151;female
i2421;0.028775;0.052805;female
i2422;0.031448;0.048096;female
i2423;0.034697;0.047478;female
i2424;0.055701;0.047619;female
i2425;0.046959;0.047666;female
i2426;0.029254;0.047291;female
i2427;0.031429;0.051724;female
i2428;0.032026;0.04898;female
i2429;0.048784;0.047291;female
i2430;0.029267;0.047151;female
i2431;0.067841;0.051836;female
i2432;0.053121;0.049948;female
i2433;0.039284;0.048731;female
i2434;0.045626;0.049332;female
i2435;0.030678;0.047291;female
i2436;0.034423;0.047105;female
i2437;0.03687;0.047904;female
i2438;0.055106;0.048;female
i2439;0.048421;0.047198;female
i2440;0.038054;0.047904;female
i2441;0.031007;0.04893;female
i2442;0.034094;0.047478;female
i2443;0.046667;0.049231;female
i2444;0.039953;0.049689;female
i2445;0.026972;0.04903;female
i2446;0.040053;0.048048;female
i2447;0.032626;0.047478;female
i2448;0.043739;0.049689;female
i2449;0.04267;0.048485;female
i2450;0.032321;0.048387;female
i2451;0.046597;0.047337;female
i2452;0.024889;0.047952;female
i2453;0.027761;0.047244;female
i2454;0.043556;0.047431;female
i2455;0.050479;0.049383;female
i2456;0.030818;0.048193;female
i2457;0.031063;0.049332;female
i2458;0.061419;0.047291;female
i2459;0.06163;0.05101;female
i2460;0.101215;0.047431;female
i2461;0.021475;0.047572;female
i2462;0.081545;0.047384;female
i2463;0.119473;0.047105;female
i2464;0.118696;0.050104;female
i2465;0.126252;0.049689;female
i2466;0.060622;0.047013;female
i2467;0.037516;0.047013;female
i2468;0.075385;0.046921;female
i2469;0.036351;0.047714;female
i2470;0.038993;0.047761;female
i2471;0.035242;0.04908;female
i2472;0.113254;0.048436;female
i2473;0.038199;0.047291;female
i2474;0.034512;0.048;female
i2475;0.075925;0.047244;female
i2476;0.032475;0.049638;female
i2477;0.043875;0.051836;female
i2478;0.049565;0.047337;female
i2479;0.029398;0.047384;female
i2480;0.038163;0.047384;female
i2481;0.028982;0.049638;female
i2482;0.030817;0.049587;female
i2483;0.0233;0.046921;female
i2484;0.058715;0.046921;female
i2485;0.042903;0.047384;female
i2486;0.034126;0.047714;female
i2487;0.019091;0.047478;female
i2488;0.02433;0.047478;female
i2489;0.037959;0.047478;female
i2490;0.042718;0.048338;female
i2491;0.023178;0.047431;female
i2492;0.04302;0.047105;female
i2493;0.039822;0.046967;female
i2494;0.037094;0.048632;female
i2495;0.025562;0.04878;female
i2496;0.037437;0.048241;female
i2497;0.035963;0.049434;female
i2498;0.026548;0.046967;female
i2499;0.042279;0.046967;female
i2500;0.051678;0.048;female
i2501;0.049184;0.048338;female
i2502;0.037015;0.034115;female
i2503;0.029087;0.017877;female
i2504;0.036628;0.047572;female
i2505;0.020741;0.047059;female
i2506;0.029101;0.048485;female
i2507;0.024063;0.047384;female
i2508;0.052372;0.049383;female
i2509;0.052813;0.047809;female
i2510;0.059747;0.047952;female
i2511;0.042929;0.050262;female
i2512;0.031538;0.049485;female
i2513;0.029455;0.046921;female
i2514;0.03322;0.048193;female
i2515;0.027108;0.051064;female
i2516;0.027024;0.051836;female
i2517;0.047143;0.053274;female
i2518;0.051839;0.047572;female
i2519;0.039417;0.047431;female
i2520;0.048018;0.05;female
i2521;0.017409;0.048387;female
i2522;0.030588;0.047059;female
i2523;0.049452;0.046921;female
i2524;0.026988;0.047478;female
i2525;0.043077;0.049638;female
i2526;0.047917;0.046967;female
i2527;0.039468;0.051173;female
i2528;0.033085;0.049587;female
i2529;0.038247;0.047431;female
i2530;0.061682;0.047291;female
i2531;0.050835;0.049383;female
i2532;0.043105;0.05694;female
i2533;0.033462;0.047525;female
i2534;0.039348;0.049638;female
i2535;0.045874;0.047105;female
i2536;0.033237;0.047291;female
i2537;0.054362;0.047244;female
i2538;0.028183;0.046967;female
i2539;0.024944;0.048;female
i2540;0.03749;0.047198;female
i2541;0.040254;0.047714;female
i2542;0.036052;0.047013;female
i2543;0.036653;0.048193;female
i2544;0.030607;0.050847;female
i2545;0.027451;0.047952;female
i2546;0.039483;0.047952;female
i2547;0.040317;0.050473;female
i2548;0.0425;0.04908;female
i2549;0.031148;0.049741;female
i2550;0.021713;0.048682;female
i2551;0.026979;0.047572;female
i2552;0.041176;0.053512;female
i2553;0.060949;0.047525;female
i2554;0.044211;0.047478;female
i2555;0.040545;0.047666;female
i2556;0.036727;0.047013;female
i2557;0.033641;0.051227;female
i2558;0.020935;0.047291;female
i2559;0.053142;0.048436;female
i2560;0.029919;0.04918;female
i2561;0.080519;0.047105;female
i2562;0.029697;0.051447;female
i2563;0.044094;0.047666;female
i2564;0.031575;0.047337;female
i2565;0.045494;0.052061;female
i2566;0.054018;0.047856;female
i2567;0.034171;0.04898;female
i2568;0.041;0.048241;female
i2569;0.026102;0.050104;female
i2570;0.031279;0.052231;female
i2571;0.046248;0.056272;female
i2572;0.055551;0.047431;female
i2573;0.053594;0.055491;female
i2574;0.029189;0.04883;female
i2575;0.0225;0.048632;female
i2576;0.034228;0.050473;female
i2577;0.027565;0.047666;female
i2578;0.035493;0.047384;female
i2579;0.03291;0.047105;female
i2580;0.022647;0.052288;female
i2581;0.035167;0.047431;female
i2582;0.023381;0.050104;female
i2583;0.027116;0.05101;female
i2584;0.026233;0.053631;female
i2585;0.024706;0.04908;female
i2586;0.026526;0.047105;female
i2587;0.033871;0.04893;female
i2588;0.046425;0.049741;female
i2589;0.034493;0.047059;female
i2590;0.046853;0.048338;female
i2591;0.035;0.047244;female
i2592;0.044211;0.047572;female
i2593;0.036918;0.049948;female
i2594;0.039177;0.049741;female
i2595;0.040075;0.047619;female
i2596;0.038889;0.049332;female
i2597;0.030297;0.047013;female
i2598;0.033953;0.048583;female
i2599;0.050313;0.047105;female
i2600;0.023234;0.046967;female
i2601;0.042899;0.050794;female
i2602;0.041589;0.050847;female
i2603;0.049493;0.046921;female
i2604;0.035362;0.048682;female
i2605;0.028807;0.065217;female
i2606;0.037576;0.05467;female
i2607;0.026696;0.05436;female
i2608;0.033253;0.047666;female
i2609;0.028295;0.046921;female
i2610;0.0335;0.048485;female
i2611;0.027081;0.047291;female
i2612;0.023202;0.048632;female
i2613;0.040274;0.048193;female
i2614;0.041364;0.048534;female
i2615;0.040558;0.050686;female
i2616;0.028735;0.04878;female
i2617;0.033851;0.048144;female
i2618;0.038972;0.051282;female
i2619;0.033272;0.049281;female
i2620;0.038784;0.047198;female
i2621;0.043077;0.047761;female
i2622;0.034718;0.047013;female
i2623;0.043881;0.05042;female
i2624;0.046382;0.04888;female
i2625;0.0525;0.049434;female
i2626;0.039758;0.047572;female
i2627;0.040357;0.048583;female
i2628;0.075645;0.051064;female
i2629;0.046667;0.051282;female
i2630;0.028365;0.048096;female
i2631;0.050297;0.049281;female
i2632;0.041727;0.048096;female
i2633;0.068444;0.048;female
i2634;0.029267;0.046967;female
i2635;0.02982;0.047013;female
i2636;0.051116;0.046967;female
i2637;0.041067;0.046921;female
i2638;0.04046;0.050367;female
i2639;0.03598;0.048338;female
i2640;0.040395;0.050052;female
i2641;0.055376;0.047761;female
i2642;0.03458;0.048;female
i2643;0.052081;0.061538;female
i2644;0.048012;0.047856;female
i2645;0.055548;0.047151;female
i2646;0.04193;0.047856;female
i2647;0.029704;0.047619;female
i2648;0.036017;0.047761;female
i2649;0.042908;0.047904;female
i2650;0.050036;0.047151;female
i2651;0.033287;0.047059;female
i2652;0.042571;0.048048;female
i2653;0.036855;0.054608;female
i2654;0.036981;0.04888;female
i2655;0.036115;0.047666;female
i2656;0.026538;0.058465;female
i2657;0.038068;0.052231;female
i2658;0.029951;0.046921;female
i2659;0.045479;0.049281;female
i2660;0.053256;0.049793;female
i2661;0.050806;0.048436;female
i2662;0.044083;0.05178;female
i2663;0.053272;0.047952;female
i2664;0.048736;0.050955;female
i2665;0.080415;0.050314;female
i2666;0.039135;0.048387;female
i2667;0.068142;0.048048;female
i2668;0.04367;0.047525;female
i2669;0.061306;0.047244;female
i2670;0.043993;0.055684;female
i2671;0.02349;0.048096;female
i2672;0.052855;0.048485;female
i2673;0.052128;0.048193;female
i2674;0.050909;0.051613;female
i2675;0.044283;0.047105;female
i2676;0.046268;0.059259;female
i2677;0.051692;0.047198;female
i2678;0.050693;0.047059;female
i2679;0.038416;0.05;female
i2680;0.04604;0.050104;female
i2681;0.045835;0.047198;female
i2682;0.062701;0.05178;female
i2683;0.055568;0.050157;female
i2684;0.080666;0.056206;female
i2685;0.097291;0.051613;female
i2686;0.07121;0.047337;female
i2687;0.091485;0.047856;female
